City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Ballina,75,IE,2019-01-13 12:21:09.292861,87,54.11,-9.15,48.2,17.22
Uttaradit,0,TH,2019-01-13 12:21:09.438873,93,17.63,100.1,72.32,2.71
Turayf,0,SA,2019-01-13 12:21:09.483373,39,31.68,38.65,50.0,11.41
Codrington,92,AU,2019-01-13 12:21:09.658674,87,-28.95,153.24,68.0,3.27
Bambous Virieux,75,MU,2019-01-13 12:21:09.709677,74,-20.34,57.76,80.6,9.17
Souillac,90,FR,2019-01-13 12:21:09.863026,93,45.6,-0.6,50.0,12.75
Greenville,90,US,2019-01-13 12:21:10.187937,92,34.85,-82.4,39.02,6.93
Zainsk,75,RU,2019-01-13 12:21:10.328669,85,55.29,52.01,14.0,17.9
Snezhnogorsk,75,RU,2019-01-13 12:21:10.472894,92,69.19,33.23,21.2,3.49
Junction City,90,US,2019-01-13 12:21:10.612130,81,39.03,-96.83,33.08,6.93
Matay,0,EG,2019-01-13 12:21:10.762844,51,28.42,30.79,53.42,11.77
Zverinogolovskoye,88,RU,2019-01-13 12:21:10.921297,87,54.46,64.85,23.41,17.02
Makat,80,KZ,2019-01-13 12:21:11.079496,92,47.65,53.35,29.57,3.04
Tarnogskiy Gorodok,80,RU,2019-01-13 12:21:11.394399,88,60.5,43.58,22.51,13.22
Brewster,90,US,2019-01-13 12:21:11.468757,71,41.76,-70.08,28.04,12.75
Broken Hill,0,AU,2019-01-13 12:21:11.619470,44,-31.97,141.45,82.4,6.93
Havre-Saint-Pierre,20,CA,2019-01-13 12:21:11.766192,61,50.23,-63.6,12.2,11.41
Lewistown,90,US,2019-01-13 12:21:11.967309,87,40.39,-90.15,30.02,13.87
Kudahuvadhoo,92,MV,2019-01-13 12:21:12.121516,100,2.67,72.89,81.68,13.22
Dese,0,IT,2019-01-13 12:21:12.442407,80,45.53,12.3,42.8,3.36
Mukhen,8,RU,2019-01-13 12:21:12.725368,37,48.19,136.14,-11.29,2.37
Owando,44,CG,2019-01-13 12:21:12.874584,100,-0.49,15.91,77.18,2.82
Loiza,40,PR,2019-01-13 12:21:13.022303,64,18.43,-65.88,82.04,16.11
Abu Kamal,0,SY,2019-01-13 12:21:13.249372,38,34.45,40.92,52.66,17.36
Hambantota,80,LK,2019-01-13 12:21:13.412563,100,6.12,81.12,79.16,18.25
Rorvik,20,NO,2019-01-13 12:21:13.476441,68,64.86,11.24,28.4,3.36
Tecoanapa,75,MX,2019-01-13 12:21:13.649420,70,16.99,-99.26,84.2,4.7
Shelburne,1,CA,2019-01-13 12:21:13.735754,66,44.08,-80.2,19.4,8.97
Sao Joao da Barra,20,BR,2019-01-13 12:21:13.896949,52,-21.64,-41.05,87.8,16.11
Waconia,90,US,2019-01-13 12:21:14.092575,97,44.85,-93.79,32.0,3.36
Batagay,12,RU,2019-01-13 12:21:14.274046,0,67.65,134.64,-55.98,2.93
Samarai,92,PG,2019-01-13 12:21:14.468176,100,-10.62,150.67,81.05,12.44
Half Moon Bay,75,US,2019-01-13 12:21:14.581961,69,37.46,-122.43,53.96,4.7
Ismailia,48,EG,2019-01-13 12:21:14.637356,33,30.6,32.27,59.0,21.92
Sitka,64,US,2019-01-13 12:21:14.828492,91,37.17,-99.65,31.33,4.94
Bintulu,75,MY,2019-01-13 12:21:14.973219,100,3.17,113.03,77.0,4.7
Solnechnyy,20,RU,2019-01-13 12:21:15.190804,27,50.72,136.64,-19.03,2.59
Kitaibaraki,12,JP,2019-01-13 12:21:15.345509,100,36.84,140.74,45.68,15.23
Klaksvik,64,FO,2019-01-13 12:21:15.576572,74,62.23,-6.59,30.2,16.11
Muyezerskiy,44,RU,2019-01-13 12:21:15.878996,88,63.93,31.65,13.73,4.72
Lethem,12,GY,2019-01-13 12:21:16.064144,34,3.38,-59.8,94.82,16.69
Youkounkoun,0,GN,2019-01-13 12:21:16.230328,26,12.53,-13.12,91.81,8.63
Mikkeli,90,FI,2019-01-13 12:21:16.388029,100,61.69,27.27,14.0,3.36
Guerrero Negro,64,MX,2019-01-13 12:21:16.544730,83,27.97,-114.04,61.43,4.61
Sivaki,88,RU,2019-01-13 12:21:16.701932,73,52.63,126.75,-6.75,2.59
Mahenge,80,TZ,2019-01-13 12:21:17.043782,100,-8.68,36.72,73.31,2.37
Ewa Beach,90,US,2019-01-13 12:21:17.231925,73,21.32,-158.01,71.96,3.36
Biak,76,ID,2019-01-13 12:21:17.281331,100,-0.91,122.88,77.68,2.82
Staraya Kulatka,76,RU,2019-01-13 12:21:17.592239,83,52.73,47.62,14.0,7.63
Placido de Castro,36,BR,2019-01-13 12:21:17.760919,73,-10.34,-67.19,84.61,2.93
Kontagora,8,NG,2019-01-13 12:21:17.911133,42,10.4,5.47,84.38,2.71
Marshfield,90,US,2019-01-13 12:21:18.034898,62,42.09,-70.71,28.04,8.05
Sahy,0,UA,2019-01-13 12:21:18.349300,79,46.6,32.79,26.6,6.71
Ambilobe,36,MG,2019-01-13 12:21:18.699136,97,-13.19,49.05,71.87,2.37
Benguela,20,AO,2019-01-13 12:21:18.889773,100,-12.58,13.4,77.54,6.06
Dandong,0,CN,2019-01-13 12:21:19.134808,69,40.12,124.37,7.66,2.15
Te Anau,76,NZ,2019-01-13 12:21:19.280032,97,-45.41,167.72,44.83,1.92
Daru,12,SL,2019-01-13 12:21:19.522570,32,7.99,-10.85,92.71,4.05
Talnakh,80,RU,2019-01-13 12:21:19.754630,68,69.49,88.39,-9.67,25.75
Komsomolskiy,80,RU,2019-01-13 12:21:19.988185,82,67.55,63.78,2.8,12.66
Rosarito,75,CO,2019-01-13 12:21:20.280130,78,4.91,-75.23,75.2,3.36
Stulovo,0,RU,2019-01-13 12:21:23.429868,92,55.85,38.31,26.6,8.95
Batsfjord,75,NO,2019-01-13 12:21:23.609026,86,70.63,29.72,30.2,5.82
Pucara,75,BO,2019-01-13 12:21:23.925923,57,-21.7,-64.2,80.6,4.7
Sawtell,40,AU,2019-01-13 12:21:24.076637,93,-30.38,153.1,66.2,0.92
Mehriz,75,IR,2019-01-13 12:21:24.246314,12,31.58,54.44,57.2,4.7
Aswan,80,EG,2019-01-13 12:21:24.434956,52,24.09,32.9,55.45,8.08
The Valley,40,AI,2019-01-13 12:21:24.597148,65,18.22,-63.06,80.6,14.99
Ancud,0,CL,2019-01-13 12:21:24.894582,59,-41.87,-73.83,62.6,6.93
Leshukonskoye,88,RU,2019-01-13 12:21:25.270867,91,64.9,45.76,24.53,5.28
Uyemskiy,90,RU,2019-01-13 12:21:25.613217,100,64.47,40.85,21.2,8.95
Todos Santos,5,MX,2019-01-13 12:21:25.991694,43,23.45,-110.23,75.2,3.36
Hornepayne,44,CA,2019-01-13 12:21:26.138164,75,49.22,-84.78,19.45,8.75
Kayes,8,ML,2019-01-13 12:21:26.310105,18,14.44,-11.44,90.73,8.41
Vila do Maio,0,CV,2019-01-13 12:21:26.464177,28,15.13,-23.22,84.2,13.87
Havoysund,75,NO,2019-01-13 12:21:26.721841,79,71.0,24.66,28.4,3.36
Fairlie,90,US,2019-01-13 12:21:26.874239,72,33.31,-95.96,41.0,9.17
Elat,20,CM,2019-01-13 12:21:27.025651,78,2.91,11.16,76.15,2.93
Vao,88,EE,2019-01-13 12:21:27.069838,98,59.1,26.19,26.96,7.63
Tigzirt,0,DZ,2019-01-13 12:21:27.216694,99,36.57,4.2,35.56,2.04
Vila,0,IT,2019-01-13 12:21:27.486536,34,45.18,8.4,51.8,4.7
Constitucion,5,MX,2019-01-13 12:21:27.643609,30,23.99,-104.67,57.2,4.7
Manga,0,BF,2019-01-13 12:21:28.014777,19,11.67,-1.07,86.72,6.4
Hernani,75,ES,2019-01-13 12:21:28.161498,93,43.27,-1.98,50.0,6.93
Yuanping,36,CN,2019-01-13 12:21:28.328537,58,38.72,112.71,8.24,2.15
Santiago,40,CL,2019-01-13 12:21:28.966103,47,-33.44,-70.65,77.0,6.93
Truckee,1,US,2019-01-13 12:21:29.025556,71,39.33,-120.18,39.02,3.15
Poddorye,76,RU,2019-01-13 12:21:29.170097,90,57.47,31.12,27.46,13.78
Agadir,0,MA,2019-01-13 12:21:29.312767,24,30.42,-9.58,68.0,16.11
Hasaki,20,JP,2019-01-13 12:21:29.491011,86,35.73,140.83,33.8,6.93
Kavieng,68,PG,2019-01-13 12:21:29.636389,100,-2.57,150.8,83.53,12.77
Skala,75,GR,2019-01-13 12:21:29.810172,76,36.85,22.66,48.2,11.43
Kruisfontein,44,ZA,2019-01-13 12:21:29.967535,84,-34.0,24.73,68.0,14.45
Acapulco,75,MX,2019-01-13 12:21:30.175819,70,16.86,-99.88,84.2,4.7
Cheyenne,1,US,2019-01-13 12:21:30.239719,57,41.14,-104.82,30.2,5.17
Wajima,0,JP,2019-01-13 12:21:30.468560,100,37.4,136.9,32.27,4.72
Mecca,12,SA,2019-01-13 12:21:30.561146,63,21.43,39.83,73.85,7.52
Voronezhskaya,75,RU,2019-01-13 12:21:30.802854,86,45.21,39.57,33.8,4.47
Dalton,90,US,2019-01-13 12:21:30.996047,86,34.77,-84.97,42.8,5.82
Egvekinot,20,RU,2019-01-13 12:21:31.139246,32,66.32,-179.17,-22.81,10.42
Salmas,40,IR,2019-01-13 12:21:31.297025,74,38.2,44.77,30.2,6.93
Springfield,90,US,2019-01-13 12:21:31.544056,85,37.22,-93.29,32.0,14.99
Touros,40,BR,2019-01-13 12:21:31.686420,59,-5.2,-35.46,89.6,16.11
Awbari,0,LY,2019-01-13 12:21:31.998414,61,26.59,12.77,38.39,4.27
Flinders,92,AU,2019-01-13 12:21:32.065514,98,-34.58,150.85,69.08,1.36
Rawson,0,AR,2019-01-13 12:21:32.296119,29,-43.3,-65.11,80.83,6.4
Berdigestyakh,44,RU,2019-01-13 12:21:32.437490,41,62.1,126.7,-26.95,3.15
Birjand,0,IR,2019-01-13 12:21:32.648985,25,32.86,59.22,41.0,11.41
Geraldton,90,CA,2019-01-13 12:21:32.743883,78,49.72,-86.95,17.6,9.17
Aguililla,0,MX,2019-01-13 12:21:32.934360,51,18.74,-102.79,77.68,2.04
Pringsewu,64,ID,2019-01-13 12:21:33.078342,96,-5.36,104.98,73.85,1.92
Mendoza,40,AR,2019-01-13 12:21:33.264935,44,-32.89,-68.84,77.0,13.87
Kupang,92,ID,2019-01-13 12:21:33.438576,100,-10.16,123.6,76.37,4.38
Yairipok,0,IN,2019-01-13 12:21:33.581578,87,24.67,94.07,46.81,1.59
Kavaratti,0,IN,2019-01-13 12:21:33.730157,100,10.57,72.64,82.13,9.42
Naze,40,NG,2019-01-13 12:21:33.871332,47,5.43,7.07,95.0,9.17
Angoche,68,MZ,2019-01-13 12:21:34.120345,100,-16.23,39.91,82.4,18.48
Cherskiy,12,RU,2019-01-13 12:21:34.291945,48,68.75,161.3,-29.2,3.04
Santa Cruz del Sur,0,CU,2019-01-13 12:21:34.436389,68,20.71,-78.0,84.47,9.19
Gorontalo,8,ID,2019-01-13 12:21:34.690177,96,0.54,123.06,72.55,2.15
Majene,56,ID,2019-01-13 12:21:34.886953,100,-3.54,118.97,82.13,14.67
Makuyuni,20,TZ,2019-01-13 12:21:35.029981,76,-5.02,38.33,71.56,2.71
Saint-Pierre,75,FR,2019-01-13 12:21:35.588984,81,48.95,4.24,50.0,23.04
Lufkin,90,US,2019-01-13 12:21:35.757881,70,31.34,-94.73,44.6,11.41
Sisimiut,0,GL,2019-01-13 12:21:35.921071,100,66.94,-53.67,-26.59,1.36
Nhulunbuy,92,AU,2019-01-13 12:21:36.064669,94,-12.18,136.78,80.6,7.63
Waipawa,100,NZ,2019-01-13 12:21:36.209915,99,-39.94,176.59,56.39,3.15
Penzance,75,GB,2019-01-13 12:21:36.362436,93,50.12,-5.53,50.0,27.51
Benghazi,80,LY,2019-01-13 12:21:36.507432,100,32.12,20.07,59.72,21.39
Alyangula,48,AU,2019-01-13 12:21:36.706168,100,-13.85,136.42,77.0,8.75
Usinsk,68,RU,2019-01-13 12:21:36.848790,83,66.0,57.56,14.09,12.33
Williams Lake,90,CA,2019-01-13 12:21:36.991468,74,52.13,-122.14,30.2,5.82
Tarko-Sale,64,RU,2019-01-13 12:21:37.142684,79,64.92,77.78,6.8,16.35
Umm Lajj,76,SA,2019-01-13 12:21:37.303681,95,25.02,37.27,68.86,11.65
Yvetot,90,FR,2019-01-13 12:21:37.490498,81,49.62,0.75,50.0,23.04
Kolaras,0,IN,2019-01-13 12:21:37.658632,82,25.22,77.61,51.35,5.95
Buin,40,CL,2019-01-13 12:21:37.809118,47,-33.73,-70.74,77.0,6.93
Atar,0,MR,2019-01-13 12:21:37.958478,8,20.52,-13.05,80.69,7.96
Srednekolymsk,68,RU,2019-01-13 12:21:38.099387,36,67.46,153.71,-23.98,5.39
Shimanovsk,88,RU,2019-01-13 12:21:38.259666,63,52.0,127.67,-8.28,2.59
Brindisi,20,IT,2019-01-13 12:21:38.318214,75,40.63,17.94,46.4,5.82
Caibarien,40,CU,2019-01-13 12:21:38.528759,48,22.52,-79.47,82.4,9.17
Le Portel,40,FR,2019-01-13 12:21:38.682078,76,50.71,1.57,53.6,18.34
Morondava,92,MG,2019-01-13 12:21:38.823908,100,-20.3,44.28,77.95,4.94
Guajara,75,BR,2019-01-13 12:21:39.023915,62,-0.88,-48.16,87.8,12.75
Albesti,0,RO,2019-01-13 12:21:39.259087,74,47.7,27.07,28.4,9.17
Saint-Francois,90,FR,2019-01-13 12:21:39.411718,87,46.42,3.91,48.2,10.29
Leningradskiy,32,RU,2019-01-13 12:21:39.557924,100,69.38,178.42,-18.49,8.08
Palestine,90,US,2019-01-13 12:21:39.632654,66,31.76,-95.63,44.6,9.17
Sobolevo,80,RU,2019-01-13 12:21:39.790548,92,54.43,31.9,26.78,15.46
Beringovskiy,24,RU,2019-01-13 12:21:39.948751,85,63.05,179.32,-9.45,28.88
Kamenka,76,RU,2019-01-13 12:21:40.222573,86,53.19,44.05,16.07,7.74
Chapais,90,CA,2019-01-13 12:21:40.380281,76,49.78,-74.86,-4.01,8.05
Salinas,1,US,2019-01-13 12:21:40.634202,83,36.67,-121.66,53.06,13.87
Golyshmanovo,88,RU,2019-01-13 12:21:40.790192,86,56.4,68.37,22.6,17.02
Adre,12,TD,2019-01-13 12:21:41.065771,57,13.47,22.2,72.46,0.69
Campbellton,0,CA,2019-01-13 12:21:41.221502,68,48.0,-66.68,11.98,8.86
Santo Domingo,40,DO,2019-01-13 12:21:41.661855,66,18.48,-69.94,84.2,13.87
Midyat,75,TR,2019-01-13 12:21:42.017036,75,37.42,41.36,42.8,11.41
Tautira,75,PF,2019-01-13 12:21:42.252195,88,-17.73,-149.15,78.8,6.93
Neryungri,56,RU,2019-01-13 12:21:42.396640,73,56.66,124.71,-13.23,3.38
Fairbanks,1,US,2019-01-13 12:21:42.639908,76,64.84,-147.72,-7.97,3.04
Babra,0,IN,2019-01-13 12:21:42.810426,52,21.84,71.3,64.85,10.65
North Bend,1,US,2019-01-13 12:21:42.911732,85,43.41,-124.22,42.98,6.93
Sola,90,FI,2019-01-13 12:21:42.960114,92,62.78,29.36,12.2,5.82
Basco,90,US,2019-01-13 12:21:43.105721,86,40.33,-91.2,30.2,8.05
Turka,36,UA,2019-01-13 12:21:43.336282,91,49.16,23.03,27.46,10.09
Uray,56,RU,2019-01-13 12:21:43.548283,82,60.13,64.8,27.77,11.1
Fallon,1,US,2019-01-13 12:21:43.715964,81,46.84,-105.12,26.96,3.36
Bone,40,ID,2019-01-13 12:21:43.936545,100,-5.29,119.42,77.0,3.36
Mutsu,64,JP,2019-01-13 12:21:44.213020,100,41.29,141.2,29.39,4.94
George,8,NG,2019-01-13 12:21:44.452065,66,6.63,3.35,89.6,4.7
Yaan,8,NG,2019-01-13 12:21:44.660171,52,7.38,8.57,85.1,2.93
Kathmandu,20,NP,2019-01-13 12:21:44.777447,93,27.71,85.32,44.6,4.7
Presidente Medici,32,BR,2019-01-13 12:21:44.939139,69,-11.18,-61.9,85.19,2.82
Rio Grande,40,BR,2019-01-13 12:21:45.272006,74,-32.03,-52.1,86.0,11.41
Kapit,92,MY,2019-01-13 12:21:45.382297,98,2.02,112.94,70.03,1.92
Bom Jesus,40,BR,2019-01-13 12:21:45.774053,59,-5.99,-35.58,89.6,16.11
Mackenzie,20,CA,2019-01-13 12:21:45.981159,90,55.34,-123.09,32.0,4.7
Santa Fe,92,AR,2019-01-13 12:21:46.295063,100,-31.62,-60.7,73.9,4.72
Jawa,0,NG,2019-01-13 12:21:46.450267,19,12.81,11.04,76.51,9.31
Alice Springs,88,AU,2019-01-13 12:21:46.500174,20,-23.7,133.88,86.0,5.82
Utete,64,TZ,2019-01-13 12:21:46.827091,67,-7.99,38.76,82.58,6.06
Tibiao,32,PH,2019-01-13 12:21:46.974811,99,11.29,122.03,78.31,17.92
Tilichiki,0,RU,2019-01-13 12:21:47.123029,42,60.47,166.1,-27.18,2.93
Moree,0,AU,2019-01-13 12:21:47.344609,47,-29.46,149.84,77.0,12.75
Gaoual,0,GN,2019-01-13 12:21:47.598125,40,11.75,-13.2,88.79,4.61
Kasane,20,BW,2019-01-13 12:21:47.740854,54,-17.8,25.16,84.2,8.05
Amahai,24,ID,2019-01-13 12:21:47.846154,100,-3.31,129.0,83.48,10.76
Setermoen,75,NO,2019-01-13 12:21:48.056754,84,68.86,18.35,8.6,5.82
Fortuna,0,ES,2019-01-13 12:21:48.129615,54,38.18,-1.13,62.6,6.93
Luwingu,88,ZM,2019-01-13 12:21:48.277833,86,-10.26,29.92,66.16,5.73
Alekseyevka,75,RU,2019-01-13 12:21:48.479950,79,53.25,50.49,19.4,8.95
Riyadh,44,SA,2019-01-13 12:21:48.576266,18,24.63,46.72,68.0,10.29
Krasnovka,76,RU,2019-01-13 12:21:48.731472,89,48.37,40.26,21.65,4.94
Hay River,40,CA,2019-01-13 12:21:48.906639,74,60.82,-115.79,-23.81,3.36
Sharanga,76,RU,2019-01-13 12:21:49.101269,83,57.18,46.54,14.23,9.64
Rongcheng,0,CN,2019-01-13 12:21:49.248490,100,37.16,122.42,24.44,8.19
Yerbogachen,12,RU,2019-01-13 12:21:49.531452,34,61.28,108.01,-23.26,7.74
Gornyatskiy,36,RU,2019-01-13 12:21:49.703625,70,48.29,40.96,6.98,2.82
Christchurch,92,NZ,2019-01-13 12:21:49.874300,93,-43.53,172.64,51.8,17.22
Hofn,90,IS,2019-01-13 12:21:50.293004,63,64.25,-15.21,26.6,16.11
Meiganga,12,CM,2019-01-13 12:21:53.438026,26,6.52,14.29,77.0,6.06
Huilong,92,CN,2019-01-13 12:21:53.702523,95,28.89,110.18,36.23,3.15
Florida,40,CU,2019-01-13 12:21:53.940571,51,21.53,-78.23,86.0,5.82
Russell,40,AR,2019-01-13 12:21:54.164146,44,-33.01,-68.8,77.0,13.87
Sarakhs,0,TM,2019-01-13 12:21:54.349294,28,36.54,61.16,55.4,16.11
Sur,0,OM,2019-01-13 12:21:54.568379,100,22.57,59.53,69.76,7.29
Ardon,88,RU,2019-01-13 12:21:54.740551,92,43.18,44.31,33.8,2.24
Hamilton,75,BM,2019-01-13 12:21:55.314476,59,32.3,-64.78,66.2,8.05
Balabac,56,PH,2019-01-13 12:21:55.464215,100,7.99,117.06,80.56,14.67
San Francisco,75,US,2019-01-13 12:21:56.415673,69,37.78,-122.42,53.96,4.7
Troitsko-Pechorsk,76,RU,2019-01-13 12:21:56.565389,79,62.71,56.19,15.13,7.63
Sioux Lookout,90,CA,2019-01-13 12:21:56.617791,92,50.1,-91.92,24.8,16.11
Junin,20,PE,2019-01-13 12:21:56.772495,45,-16.45,-71.58,68.0,11.41
Ihosy,88,MG,2019-01-13 12:21:57.049967,98,-22.4,46.13,66.56,2.04
Osoyoos,90,CA,2019-01-13 12:21:57.193694,88,49.03,-119.47,33.8,1.59
Svetlogorsk,75,RU,2019-01-13 12:21:57.332930,86,53.14,59.15,26.6,13.42
Teocaltiche,20,MX,2019-01-13 12:21:57.508096,55,21.43,-102.58,62.6,4.7
Garut,92,ID,2019-01-13 12:21:57.661306,99,-7.22,107.9,67.96,2.15
Asyut,0,EG,2019-01-13 12:21:57.881887,51,27.18,31.19,50.99,10.42
Mossendjo,92,CG,2019-01-13 12:21:58.052562,100,-2.95,12.72,69.17,2.59
Diffa,0,NE,2019-01-13 12:21:58.340514,21,13.32,12.61,74.57,9.19
Winnemucca,1,US,2019-01-13 12:21:58.397407,70,40.97,-117.74,24.08,12.75
Paola,90,IT,2019-01-13 12:21:58.677874,100,39.36,16.04,48.2,11.41
Scarborough,36,GB,2019-01-13 12:22:01.863110,57,54.28,-0.41,50.0,20.8
Kaeo,8,NZ,2019-01-13 12:22:01.909069,92,-35.1,173.78,58.06,7.4
West Odessa,1,US,2019-01-13 12:22:02.111393,69,31.84,-102.48,40.1,10.29
Marakkanam,32,IN,2019-01-13 12:22:02.495237,100,12.2,79.95,73.36,9.19
Gerede,88,TR,2019-01-13 12:22:02.668408,95,40.8,32.2,27.55,2.59
Chimbote,8,PE,2019-01-13 12:22:02.816121,82,-9.08,-78.59,74.84,7.96
Nelson Bay,75,AU,2019-01-13 12:22:02.920040,94,-32.72,152.14,71.6,8.05
Umba,68,RU,2019-01-13 12:22:03.098185,88,66.69,34.34,23.5,8.63
Razole,0,IN,2019-01-13 12:22:03.268298,100,16.48,81.84,76.15,11.32
Polkowice,92,PL,2019-01-13 12:22:03.473586,94,51.5,16.07,41.5,19.26
Itarema,44,BR,2019-01-13 12:22:03.635147,96,-2.92,-39.92,81.91,6.73
Palmares do Sul,0,BR,2019-01-13 12:22:03.790199,83,-30.26,-50.51,84.65,11.43
Terrasini,75,IT,2019-01-13 12:22:03.971365,71,38.15,13.08,55.4,12.75
Tucuman,24,PE,2019-01-13 12:22:04.137626,77,-17.17,-70.89,68.18,4.16
Malibu,90,US,2019-01-13 12:22:04.344348,92,33.61,-84.48,41.18,3.36
Cham,90,DE,2019-01-13 12:22:04.405054,100,49.22,12.67,39.2,10.29
Taoudenni,0,ML,2019-01-13 12:22:04.555517,20,22.68,-3.98,60.4,11.1
Puerto Carreno,40,CO,2019-01-13 12:22:04.802548,55,6.19,-67.49,87.8,9.17
Muroto,0,JP,2019-01-13 12:22:05.010652,100,33.37,134.14,39.02,10.2
Ovalle,20,CL,2019-01-13 12:22:05.065547,85,-30.6,-71.2,71.11,3.94
Aleksandrov Gay,76,RU,2019-01-13 12:22:05.214265,86,50.14,48.57,21.47,8.08
Wanlaweyn,20,SO,2019-01-13 12:22:05.360987,55,2.62,44.89,83.53,12.21
